stop_point_id,name,latitude,longitude,local_ref,wheelchair,shelter
n7056562838,Abobo Gare,5.4211603,-4.0182616,,,no
n7056562841,Abobo Gare Mairie,5.4197117,-4.0175159,,,
n7056562842,Anador,5.4093979,-4.0160079,,,
n7056562843,Garage Machine,5.4017782,-4.0193063,,,
n7056562844,Cissé 2ème,5.3811124,-4.023445,,,
n7056562845,Guinness,5.3693433,-4.0291976,,,
n7056730266,Carrefour Lokoa,5.3192337,-4.0997437,,,
n7056730267,Carrefour Jatak,5.321877,-4.1035451,,,
n7056730268,Carrefour Internat,5.3228151,-4.1049439,,,
n7056730270,Pharmacie Niangon Nord,5.329073,-4.1024722,,,
n7056730272,Poubelle,5.3355058,-4.0859498,,,
n7056730273,Marché Sicogi,5.3396813,-4.0792899,,,
n7056730275,Ecole William Ponty,5.3447246,-4.0724006,,,
n7056730276,Pharmacie Wassakara,5.3466955,-4.068439,,,
n7056730277,Pharmacie d'Agban,5.3587519,-4.0301589,,,
n7056730278,Brigade d'Adjamé,5.3573188,-4.0261245,,,
n7056730279,Keneya,5.3467743,-4.0732878,,,
n7056730280,Au Score,5.3395304,-4.0751439,,,
n7056730281,Marche de Sicogi,5.3395324,-4.0778583,,,
n7056730282,Carrefour Internat,5.3229132,-4.1049284,,,
n7056730283,Carrefour Lokoa,5.3192899,-4.0997248,,,
n7057184297,Pont Lycee technique,5.347978,-4.0096691,,,
n7057184298,Cap Nord,5.3567647,-3.9674538,,,
n7057184299,9 Kilo,5.3584671,-3.9639542,,,
n7057184300,Warren,5.3597316,-3.9618024,,,
n7057184301,Faya,5.3702292,-3.9385383,,,
n7057184302,Nouveau Goudron,5.3726259,-3.9295623,,,
n7057184303,Jules Verne,5.3742081,-3.9234073,,,
n7057184304,Kessé,5.3739865,-3.9117752,,,
n7057184305,Coup de Frein,5.3716031,-3.9107318,,,
n7057184306,Adaman,5.3692678,-3.9099567,,,
n7057184307,Gare Bingerville,5.3581139,-3.8843697,,,
n7057184308,Gare Bingerville,5.3581563,-3.8844157,,,
n7057184309,Sous-Préfecture,5.35769,-3.8911718,,,
n7057184310,Station Texaco,5.3612451,-3.8944883,,,
n7057184311,CIE,5.3601282,-3.8980879,,,
n7057184312,Coup de Frein,5.3715337,-3.9108606,,,
n7057184313,Kessé,5.3742268,-3.9124618,,,
n7057184314,Panneau Orange,5.3743256,-3.9214982,,,
n7057184315,Jules Verne,5.3740305,-3.9232584,,,
n7057184316,Nouveau Goudron,5.3724022,-3.9296582,,,
n7057184317,Chantier,5.3717513,-3.9321224,,,
n7057184318,Faya,5.3699835,-3.9387314,,,
n7057184319,Après barrage,5.3614581,-3.9585087,,,
n7057184320,Adjamé Liberté Gare de Bingerville,5.3536652,-4.0117645,,,
n7057276357,En bas du pont,5.3602513,-4.0284221,,,
n7057276359,Gare Gesco,5.3672735,-4.1022643,,,
n7057276360,Adjamé Agban,5.3589064,-4.029457,,,
n7057912884,Gare Gesco,5.3672679,-4.102291,,,
n7057928785,Grand Carrefour,5.3659041,-4.097619,,,
n7057928786,Marché,5.3637686,-4.0972832,,,
n7057928788,2ème,5.3586789,-4.0997664,,,
n7057928789,Cité Mamie Adjoua,5.3576374,-4.093125,,,
n7057928790,Station Shell du CHU,5.3560909,-4.0911866,,,
n7057928791,Carrefour CHU,5.355257,-4.0893689,,,
n7057928792,Carrefour Zone,5.3553702,-4.0845871,,,
n7057928793,Carrefour Marché Siporex,5.3555545,-4.0790175,,,
n7057928794,Marché Siporex,5.3556706,-4.0761345,,,
n7057928795,Auto Ecole,5.3559647,-4.0684835,,,
n7057928796,Au Feu Du Sable,5.3566367,-4.0657128,,,
n7057928797,Garage Massa,5.357507,-4.0526099,,,
n7058023894,"Gare de Woro Woro, Deux Plateau - Vallon",5.3786237,-4.0062581,,,no
n7058023895,Sococé Vallon,5.3750146,-3.9904665,,,no
n7058023898,Cash Center Vallon,5.3644019,-3.9897725,,,no
n7058023899,Carrefour Duncan,5.378199,-3.9979144,,,no
n7058023900,"Gare de Woro Woro, Deux Plateau - Vallon",5.3781977,-4.0062734,,,no
n7058050530,Sococe 2 Pltx,5.3735899,-3.9985393,,,no
n7058050532,"Gare de Woro Woro, Deux Plateau - Vallon",5.37797,-4.0061165,,,no
n7058185549,Azur Mobile,5.4000018,-4.0061853,,,no
n7058185550,Petro Ivoire Angre,5.4041573,-3.9908917,,,no
n7058185551,Carrefour Notre Dame Angré,5.4041442,-3.987793,,,no
n7058185552,Marché COCOVICO,5.4030314,-3.9789792,,,no
n7058185553,CHU Angré,5.3998841,-3.9564684,,,no
n7058185554,Cité Wedouwel,5.4006928,-3.9735586,,,no
n7058185555,BICICI Djibi,5.402907,-3.9781993,,,no
n7058185556,Marché COCOVICO,5.4029561,-3.9789967,,,no
n7058185557,Terminus 81/82,5.4037764,-3.9853318,,,no
n7058185559,Azur Mobile,5.3999255,-4.0063248,,,no
n7058225058,Azur 2,5.3999811,-4.003952,,,no
n7058225059,Geo-Beton,5.3998756,-3.9992702,,,no
n7058225060,22ème,5.3984871,-3.9917627,,,no
n7058225061,Terminus 81/82,5.4039118,-3.9859705,,,no
n7058225062,Terminus 81/82,5.4037866,-3.9848982,,,no
n7058225063,CNPS en Haut- Boulangerie Mary's,5.3789427,-3.9717246,,,no
n7058225064,CNPS en Haut-Mary's,5.3789741,-3.9717749,,,no
n7058225066,Cash Center 8ème Tranche,5.3860526,-3.9744048,,,no
n7058225067,Temple El Bethel,5.3934562,-3.9764325,,,no
n7058225068,king Deco,5.3966352,-3.9772882,,,no
n7058225069,Complexe Sportif Angré,5.3977521,-3.9870594,,,no
n7058310539,Adjamé Liberté,5.3547411,-4.0162553,,,no
n7058310540,Adjame Mairie-Dallas,5.3411122,-4.0256925,,,no
n7058310541,Adjame Mairie-Dallas,5.3414766,-4.0256196,,,no
n7058310543,Adjamé Liberté,5.3540087,-4.0166228,,,no
n7058499892,Azur Mobile,5.3999884,-4.0059187,,,no
n7058499893,Marché,5.4000185,-4.0054393,,,no
n7058499894,Mahou,5.3996113,-3.99739,,,no
n7058499895,Angré Château,5.4146182,-3.9783463,,,no
n7058499896,Angré Château Fin Goudron,5.4147717,-3.9779788,,,no
n7058499897,Fin goudron-Angré Château,5.4124193,-3.9814241,,,no
n7058499898,Star 6,5.4075881,-3.988534,,,no
n7058499899,Azur Mobile,5.3999287,-4.0061886,,,no
n7060277170,Warren Palmeraie,5.3603471,-3.9618668,,,
n7060277171,Pharmacie Rosiers,5.380575,-3.9643954,,,
n7060277172,Termunis des Rosiers,5.3808721,-3.9646855,,,
n7060277173,Termunis des Rosiers,5.3812913,-3.9647388,,,
n7060277174,Ivoire Center,5.3738329,-3.9617602,,,
n7060277175,Pharmacie Saint-Paul,5.3715597,-3.9648145,,,
n7060277177,Warren Palmeraie,5.3603634,-3.9618018,,,
n7060486566,Après barrage,5.3622726,-3.959375,,,
n7060486567,Station,5.362842,-3.9595487,,,
n7060486568,Foursquare,5.3659533,-3.9604227,,,
n7060486569,King Cash,5.3667122,-3.9603172,,,
n7060486570,Chez Miss Zahui,5.3695475,-3.9602964,,,
n7060486571,Carrefour Saint Viateur,5.3833115,-3.9563294,,,
n7060486572,Palmeraie SIPIM 4,5.3849164,-3.9533937,,,
n7060486573,Palmeraie SIPIM 4,5.384859,-3.9533441,,,
n7060486574,Carrefour Saint Viateur,5.3835051,-3.9558144,,,
n7060486576,Warren Palmeraie,5.3609493,-3.961907,,,
n7066056999,Abobo Gare,5.4208804,-4.0184881,,,no
n7066057000,A l'Arrêt,5.4242953,-4.0192654,,,no
n7066057001,A la Pompe,5.4374636,-4.0342335,,,no
n7066057003,Carrefour N'Dotré,5.4433257,-4.0691039,,,no
n7066057005,Carrefour N'Dotré,5.443419,-4.0692913,,,no
n7066057006,Blé d'Oré,5.4434682,-4.0678744,,,no
n7066057007,Céleste,5.4435515,-4.0653184,,,no
n7066057008,Plaque Rouge,5.4436197,-4.0636905,,,no
n7066057009,Carrefour Diallo,5.4437241,-4.0598745,,,no
n7066057010,Saphirs,5.443826,-4.0555298,,,no
n7066057012,Abobo Gare,5.4217468,-4.0180128,,,no
n7066086746,SODECI,5.3969777,-3.9915461,,,no
n7066086747,Sococé 2 Plateaux,5.3718141,-3.9982422,,,no
n7066086748,La vie,5.3480868,-4.0024044,,,no
n7066086749,Écoles des Architectes,5.3470961,-4.0025103,,,no
n7066086751,Mairie de Cocody,5.3334295,-4.0041921,,,no
n7066086752,Lycée Classique d'Abidjan,5.3329481,-4.0044522,,,no
n7066086753,Carrefour Mermoz,5.339732,-4.0036603,,,no
n7066086754,RTI,5.3418979,-4.0033861,,,no
n7066086755,BMW,5.3582735,-4.0011296,,,no
n7066239480,Carrefour Duncan,5.3783072,-3.9978513,,,no
n7066239481,Aghien sinsou,5.3844504,-3.9860141,,,no
n7066239483,Termunis Aghien,5.3836643,-3.9823508,,,no
n7066239484,Aghien sinsou,5.3842341,-3.9851202,,,no
n7066277285,Termunis Aghien,5.38365,-3.9824129,,,no
n7066312406,Abobo Gendarmerie,5.4267083,-4.0211061,,,no
n7066312407,Au Feu,5.4383201,-4.0400586,,,no
n7066312408,Agripac,5.443984,-4.049303,,,no
n7066312409,Céleste,5.4434869,-4.0653548,,,no
n7066312410,Carrefour Celeste,5.443623,-4.0600615,,,no
n7066312411,Blé d'Oré,5.4433989,-4.067652,,,no
n7066312412,Carrefou Ndotre,5.4425174,-4.0693468,,,no
n7066312413,Lavage,5.4394855,-4.0686564,,,no
n7066312414,Garage,5.437834,-4.0683965,,,no
n7066312415,2ème Porte,5.4321703,-4.0686605,,,no
n7066312416,Première Porte,5.4305892,-4.0690669,,,no
n7066312418,Carrefour Zone,5.3695122,-4.0801289,,,no
n7066312420,Carrefour Zone,5.3695567,-4.0803618,,,no
n7066312421,Premier,5.3745151,-4.0777685,,,no
n7066312422,Prison Civile,5.3889235,-4.0783838,,,no
n7066312423,Barrage,5.3926346,-4.0804343,,,no
n7066312424,Cité Ado,5.4005297,-4.0843471,,,no
n7066312425,Garage,5.4287382,-4.0697767,,,no
n7066312426,Sotrapim,5.4325555,-4.0686597,,,no
n7066312427,Abobo Gendarmerie,5.427181,-4.0211289,,,no
n7066654372,Carrefour Zoo,5.3792124,-4.0022273,,,no
n7066654373,Carrefour Sainte Cécile,5.3771676,-3.9931682,,,no
n7066654374,Carrefour Sainte Cécile,5.3771769,-3.992562,,,no
n7066654375,Pharmacie Arc-en-ciel,5.3723568,-3.9903539,,,no
n7066654376,Pharmacie Saint Bernard,5.3673458,-3.9796103,,,no
n7066654377,Pharmacie Saint Bernard,5.3673715,-3.9796985,,,no
n7066654378,Carrefour Vallon,5.3770962,-3.9932553,,,no
n7066654379,Carrefour Gadji,5.3789855,-3.9997047,,,no
n7071584250,Yopougon IGES,5.3190808,-4.0803581,,,
n7071584251,Cabine Bleue,5.3291632,-4.0758406,,,
n7071584252,Dialogue,5.345451,-4.0734266,,,
n7071584253,Kabadougou,5.3529499,-4.0742031,,,
n7071584254,Motar,5.3598,-4.0678546,,,
n7071584255,Brigade d'Adjamé,5.3572334,-4.0262935,,,
n7071584256,Sicomex,5.3574483,-4.0739858,,,
n7071584257,Kabadougou,5.3529459,-4.0739939,,,
n7071584258,La Poste,5.3521848,-4.0737994,,,
n7071584259,Dialogue,5.3454484,-4.0732348,,,
n7071584260,William-Ponty,5.3438661,-4.0732549,,,
n7071584261,Saint André,5.3424867,-4.0732643,,,
n7071584262,Ancien Lavage,5.341062,-4.0732509,,,
n7071584263,16ème,5.3380482,-4.0732938,,,
n7071584264,Yopougon IGES,5.3190728,-4.0802675,,,
n7076835390,Niangon Sud à Gauche,5.3166085,-4.0889874,,,
n7076835391,Église des Assemblés de Dieu de Niangon-Sud,5.3228805,-4.0877382,,,
n7076835392,Marché,5.32477,-4.0792564,,,
n7076835393,Saint André,5.3415894,-4.0734105,,,
n7076835394,Adjamé Nouvelle Gare,5.3591428,-4.0290092,,,
n7076835395,Adjamé Nouvelle Gare,5.3593604,-4.028861,,,
n7076835397,Cosmos Yopougon,5.348406,-4.0732683,,,
n7076835398,Carrefour Texaco - Saguidiba,5.326606,-4.0917099,,,
n7076835399,Centre Social,5.315878,-4.0949781,,,
n7076873473,Lavage,5.3558069,-4.0161093,,,
n7076873474,Église Évangélique la Victoire Gesco,5.3653489,-4.0934305,,,
n7076873475,Carrefour Ananeraie,5.3551016,-4.1025641,,,
n7076873476,Resto Glacier Boulangerie,5.3530385,-4.1033049,,,
n7076873477,2ème,5.3449316,-4.1071916,,,
n7076873478,Yopougon marché Bagnon,5.3404104,-4.1097672,,,
n7076873479,Boutique,5.361685,-4.0998886,,,
n7076873480,2ème,5.3442292,-4.1077065,,,
n7076873481,Moayé,5.3423766,-4.1087124,,,
n7076873482,Yopougon marché Bagnon,5.3404397,-4.1098228,,,
n7076873484,Centre de Santé Médecine Prophétique,5.3480615,-4.1055688,,,
n7076942285,Centre médical Les archanges,5.3534032,-4.1033024,,,
n7076942286,Rond-point de Gesco,5.359287,-4.1011097,,,
n7076942287,A l'étage,5.3632459,-4.0981807,,,
n7076942288,Gesco BATIM,5.3645037,-4.0963393,,,
n7076942289,Fourrière,5.3668524,-4.0971507,,,
n7076942290,En bas du Pont,5.3634943,-4.0823543,,,
n7076942291,Station OLA,5.362424,-4.0803753,,,
n7076942292,Gare Kobenan Agban,5.3618166,-4.0175125,,,
n7077860787,BC (Belle Cité),5.4421097,-4.0207091,,,no
n7077860789,Station,5.4399903,-4.0204509,,,no
n7077860790,Carrefour Commissaire,5.4376433,-4.01246,,,no
n7077860791,JAUG,5.4349504,-4.0123668,,,no
n7077860792,Célibataire,5.4333677,-4.0123426,,,no
n7077860793,Pharmacie de la MÉ,5.4230761,-4.0186451,,,no
n7077860796,Adjamé Nouvelle Gare,5.3601659,-4.0287991,,,no
n7077860797,Adjamé Nouvelle Gare,5.3599225,-4.0286243,,,no
n7077860798,Après le Pont,5.3636722,-4.0293138,,,no
n7077860799,Macaci,5.3772737,-4.0259609,,,no
n7077860800,BC (Belle Cité),5.4422706,-4.0206327,,,no
n7077917683,Étage Noir,5.4155715,-4.0000655,,,no
n7077917684,À l'École,5.4219587,-3.997913,,,no
n7077935885,Manioc,5.4232043,-3.9925513,,,no
n7077935886,Elite/ Carrefour Marché,5.4315403,-3.9889867,,,no
n7077935887,Pharmacie Belle-Ville,5.4334458,-3.9887057,,,no
n7077935888,Pharmacie Belle-Ville,5.4334495,-3.9886215,,,no
n7077935889,Boulangerie,5.4327142,-3.9887479,,,no
n7077935890,Elite/ Carrefour Marché,5.4315313,-3.9889269,,,no
n7077935891,Mosquée,5.4300173,-3.9891576,,,no
n7077935892,Fofana CDCI,5.4264012,-3.9896987,,,no
n7077935893,Conteneur,5.4236689,-3.9901212,,,no
n7077935894,Maternité,5.4224126,-3.9903116,,,no
n7077935895,Cité Grâce,5.4154033,-3.9931306,,,no
n7077935896,Carrefour Angré,5.4147389,-3.995691,,,no
n7077935897,Abobo Gare Mairie,5.4196489,-4.015655,,,no
n7078020131,Collège Djessou,5.4488985,-4.0517014,,,no
n7078020132,PK 18 ancien marché,5.4501674,-4.0526924,,,no
n7078020133,Carrefour Marché,5.459566,-4.054167,,,no
n7078020134,Gare d'Anyama,5.4805949,-4.0533234,,,no
n7078020135,Gare d'Anyama,5.4808672,-4.0531236,,,no
n7078020142,Impôt,5.4797886,-4.053314,,,no
n7078020143,Berté,5.4671649,-4.0533181,,,no
n7078020144,Ancienne Gendarmerie,5.4613637,-4.05377,,,no
n7078020146,Abobo Gare,5.4223472,-4.0183461,,,no
n7078189936,COOPEC,5.4167304,-4.0098824,,,no
n7078189937,Petro Ivoire Angré,5.4046655,-3.992281,,,no
n7078209296,15ème Arrondissement,5.432693,-4.013354,,,no
n7078209297,Collège Elites,5.4272496,-4.0186773,,,no
n7078209298,Adjamé Nouvelle Gare,5.3599299,-4.0289535,,,no
n7078209300,Adjamé Nouvelle Gare,5.3595346,-4.028787,,,no
n7078209301,Ancien Garage,5.379115,-4.0248987,,,no
n7078209302,Filtisac,5.3929515,-4.0210323,,,no
n7078209303,Banco,5.4109146,-4.0163626,,,no
n7078209304,Mobil,5.4145101,-4.0162272,,,no
n7078209306,JAUG,5.4349342,-4.0124505,,,no
n7078451669,Bracodi,5.3272386,-4.0927203,,,
n7078451670,Station Shell,5.3309578,-4.0908596,,,
n7078451671,Bon Prix,5.3355379,-4.0895319,,,
n7078451672,Canal,5.3355259,-4.0881895,,,
n7078451673,École,5.3423158,-4.0768088,,,
n7078451674,Sable,5.3565898,-4.0665682,,,
n7078451675,Première Station,5.3583062,-4.0669021,,,
n7078451676,Brigade d'Adjamé,5.357423,-4.0264906,,,
n7078451678,Cosmos Yopougon,5.3488787,-4.0732435,,,
n7078451679,Sicogi,5.3393334,-4.0792798,,,
n7078451680,Carrefour Texaco - Saguidiba,5.3269759,-4.0916267,,,
n7078451681,Carrefour Super marché,5.3267896,-4.1053796,,,
n7079601690,1er Pont,5.3593995,-4.0656745,,,
n7079601691,Siporex,5.3600535,-4.0749877,,,
n7079601692,Carrefour BAE,5.3647662,-4.0851595,,,
n7079601693,Yoplait,5.365998,-4.0898102,,,
n7079601694,Bon Prix,5.3660404,-4.0955651,,,
n7079693847,Gare lagunaire Aqualines Treichville,5.311038,-4.0153262,,,
n7079782626,Gare lagunaire Aqualines Abatta,5.3263049,-3.9211819,,,
n7082269144,Abobo Gare Mairie,5.4213115,-4.0153718,,,no
n7082269146,Petro Ivoire Angré,5.4044846,-3.9914757,,,no
n7082269147,Star 5,5.4048277,-3.9944986,,,no
n7082269148,Abobo Gare Mairie,5.4213352,-4.0154935,,,no
n7082416533,1er Pont,5.3582975,-4.0662497,,,
n7082416534,Station Total,5.3569436,-4.0664729,,,
n7082416535,Bel Air - Station Shell,5.3471802,-4.0632664,,,
n7082416536,Pharmacie Garage,5.332673,-4.0621962,,,
n7082416537,Carrefour sapeur-pompier,5.3291458,-4.0611622,,,
n7082416538,Ivoire Boutique Superette,5.3236189,-4.0582057,,,
n7082416539,Yopougon Kowëit,5.3222509,-4.0547088,,,
n7082416540,Boulagerie,5.3235134,-4.0567224,,,
n7082416541,Carrefour Gandhi,5.3235121,-4.059459,,,
n7082416542,Carrefour Bicici,5.3382425,-4.0623269,,,
n7082416543,Afriquia,5.3516201,-4.063471,,,
n7082468461,Station Shell,5.3621697,-4.0804191,,,
n7082468462,En bas du Pont,5.3632192,-4.0823784,,,
n7082468463,Station Pétro Ivoire,5.3511513,-4.103179,,,
n7082468464,SODECI,5.3511513,-4.1011566,,,
n7082468465,Bank of Africa: BOA,5.3507267,-4.0994078,,,
n7082468466,Carrefour Véritas,5.3465406,-4.0996063,,,
n7082468467,Resto chawamar pizza café,5.3428005,-4.1003653,,,
n7082468468,Carrefour Antenne,5.3412623,-4.1003761,,,
n7082468470,Société Ivoirienne de Banque,5.334053,-4.1027311,,,
n7082468471,Pharmacie Maty,5.3329928,-4.1032246,,,
n7082468472,Lubafrique,5.3304224,-4.1039863,,,
n7082468474,Pharmacie Maty,5.332894,-4.1033627,,,
n7082468475,Carrefour Anador,5.3355406,-4.1016743,,,
n7082468476,Maquis Ivoire,5.3370835,-4.1005511,,,
n7082468477,Pharmacie Cité Maroc,5.3401753,-4.1004807,,,
n7082468478,Carrefour Antenne,5.3414439,-4.1004505,,,
n7082468479,Resto chawamar pizza café,5.3426857,-4.1004793,,,
n7082468480,Carrefour Tiken Jah,5.34452,-4.100488,,,
n7082468481,Carrefour Véritas,5.3466808,-4.0996411,,,
n7082468482,Bank of Africa: BOA,5.3509103,-4.0994455,,,
n7082468483,SODECI,5.3510995,-4.1000053,,,
n7082468484,Station Pétro Ivoire,5.3510868,-4.1036001,,,
n7082486685,Pharmacie Alicia,5.351441,-4.1040212,,,
n7082486686,CAT,5.3582108,-4.1015174,,,
n7082486687,Gesco BATIM,5.3650468,-4.0958118,,,
n7082486688,Bon Prix,5.3658523,-4.0955642,,,
n7082486689,Après le 3ème Pont,5.3655906,-4.0862945,,,
n7082486690,Station Total,5.3662288,-4.0905055,,,
n7083105177,Gare en haut,5.3505424,-4.022934,,,
n7083105178,À l'École,5.3461013,-3.948838,,,
n7083105179,Carrefour Akouédo,5.3464071,-3.9456602,,,
n7083105180,Carrefour Decharge,5.3632112,-3.9368927,,,
n7083105181,Signature Immobilier,5.363529,-3.9353223,,,
n7083105182,Laurier 9,5.363768,-3.9328493,,,
n7083105183,Groupe scolaire Les Adorables,5.3616557,-3.9302824,,,
n7083105184,Quincaillerie Dieudonné,5.3601923,-3.9286637,,,
n7083115485,AB Center,5.3582588,-3.9263168,,,
n7083115486,Menuiserie,5.3717597,-3.9306999,,,
n7083115487,Nouveau Camp,5.3676362,-3.9447965,,,
n7083115488,Commissariat,5.3599412,-3.9610648,,,
n7083115489,9 Kilo,5.3584685,-3.9636008,,,
n7083153372,Gare Kobenan Agban,5.3616957,-4.017532,,,
n7083153373,Carrefour Liberté,5.3551604,-4.0110666,,,
n7083153374,Après barrage,5.3617171,-3.9584242,,,
n7083153375,Socoprix,5.3628707,-3.9563683,,,
n7083153376,Deux Poteaux,5.3653997,-3.9496641,,,
n7083153377,Carrefour CFA,5.3663857,-3.9475834,,,
n7083153378,Carrefour Garage,5.3620482,-3.9071712,,,
n7083153379,Lycée Garçon de Bingerville,5.3577481,-3.8908419,,,
n7083153380,Marché,5.3567487,-3.8828442,,,
n7083153381,Escalier,5.3560129,-3.8818196,,,
n7083153382,Nouvelle Gare Bingerville,5.3532556,-3.8770667,,,
n7083153383,Nouvelle Gare Bingerville,5.3531168,-3.8766638,,,
n7083153384,Carrefour Sicogi,5.3544744,-3.8796604,,,
n7083191185,CIE,5.3573882,-3.8872746,,,
n7083191186,Djama,5.3612004,-3.8954768,,,
n7083191187,Ancien Barrage,5.3604072,-3.9027549,,,
n7083191188,Kessé,5.3739985,-3.911971,,,
n7083191189,Nouveau Camp,5.3672576,-3.945502,,,
n7083191190,Deux Poteaux,5.3652948,-3.9494079,,,
n7083191191,Gare Kobenan Agban,5.3619274,-4.0173121,,,
n7083218788,Adjamé Agban Village,5.3587756,-4.0309511,,,
n7083218789,Cité Fairmont,5.3589712,-4.0324257,,,
n7083218790,Carrefour Policier,5.3578075,-4.045132,,,
n7083218791,2ème Carrefour,5.352845,-4.0454954,,,
n7083218792,Depôt,5.3511353,-4.0453331,,,
n7083218793,Maquis,5.3495717,-4.045364,,,
n7083218794,Station Mossikro,5.3410112,-4.0466139,,,
n7083218795,Pharmacie Notre Dame des Victoires,5.3403169,-4.0479054,,,
n7083218796,Boutique,5.340185,-4.049576,,,
n7083218797,Hôtel,5.3417076,-4.0548382,,,
n7083218798,Au Tournant,5.342657,-4.0596588,,,
n7083218799,Pharmacie les Béatitudes,5.3407255,-4.0586637,,,
n7083218800,Carrefour Marché,5.3398362,-4.0575117,,,
n7083218801,Offoumou Yapo,5.3314746,-4.0519327,,,
n7083218802,Yopougon Bouassi,5.3294396,-4.0498935,,,
n7083218805,Terminus,5.327673,-4.0502664,,,
n7083218806,Carrefour Gnawa,5.3268618,-4.0522599,,,
n7083218807,Gendarmerie,5.3271455,-4.0552251,,,
n7083218808,Caféier,5.3290977,-4.0561411,,,
n7083218809,La Poste,5.33334,-4.055099,,,
n7083218810,Au Tournant,5.342471,-4.0600849,,,
n7083218811,Garage,5.3425655,-4.0571027,,,
n7083218812,Chantier,5.3423412,-4.0564294,,,
n7083218813,Mosquée,5.3408844,-4.0526462,,,
n7083218814,Boutique,5.340194,-4.0493128,,,
n7083218815,Cirocco,5.3469335,-4.0452909,,,
n7083218817,Mosquée,5.3587375,-4.0315734,,,
n7084919707,Cité Fairmont,5.3587248,-4.0307674,,,
n7084919708,Chantier,5.342213,-4.0563664,,,
n7084919709,Pharmacie Toits-Rouges,5.3318044,-4.0554665,,,
n7084919710,Ofosucom toît rouge,5.3308523,-4.0564066,,,
n7084919711,Yopougon Camp Militaire,5.3225614,-4.0624255,,,
n7084919712,Pharmacie Toits-Rouges,5.3317056,-4.0556704,,,
n7084919713,Lavage,5.3388013,-4.055382,,,
n7084919714,Maquis,5.3493727,-4.0454672,,,
n7084919715,Cité Fairmont,5.3589612,-4.0315774,,,
n7084943041,Akadjoba,5.3243128,-4.0800526,,,
n7084943042,Garage,5.3239361,-4.0857339,,,
n7084943043,Timotel,5.3218056,-4.0878019,,,
n7084943044,Collège Gloris,5.3176327,-4.0883571,,,
n7084943045,Niangon Sud à Gauche,5.3159568,-4.0902708,,,
n7084943047,Carrefour à gauche,5.3176447,-4.0947756,,,
n7084943048,Pharmacie Beyniouah,5.3219979,-4.0932548,,,
n7084943049,SODECI,5.3246304,-4.0926708,,,
n7084943050,Carrefour Bar Éclat,5.3254884,-4.092548,,,
n7084943051,Super marché moins cher,5.3276462,-4.0913665,,,
n7084943052,Carrefour Menuiserie,5.3290717,-4.0908273,,,
n7084943053,Station Pétro Ivoire,5.3351782,-4.0909012,,,
n7084943054,Magasin,5.3356193,-4.0838456,,,
n7084943055,Carrefour Terminus 47,5.3393061,-4.0838107,,,
n7084943056,Pharmacie des 3 Ponts,5.3423185,-4.0804312,,,
n7085040027,Adjamé Agban,5.3586447,-4.0298058,,,
n7085040028,Garage,5.3539293,-4.033113,,,
n7085040029,Pharmacie d'Attécoubé - Au feu,5.3508722,-4.0318644,,,
n7085040030,Arrêt Mouton,5.347056,-4.0307164,,,
n7085040031,Au feu,5.3412813,-4.0312914,,,
n7085040032,En bas du pont,5.3084008,-4.018859,,,
n7085040033,Cimivoire,5.297832,-4.014139,,,
n7085040034,Pharmacie du Port,5.2888022,-4.0082864,,,
n7085040035,Movis,5.2786537,-4.0083864,,,
n7085040036,SEA-invest,5.2772242,-4.008381,,,
n7085040037,Après le Pont,5.2698953,-4.0057216,,,
n7085040038,Vridi Port,5.2700516,-4.0054943,,,
n7085040040,Movis,5.2787225,-4.0085158,,,
n7085040041,Pharmacie du Port,5.2889938,-4.008385,,,
n7085040042,Cimivoire,5.2976598,-4.0140975,,,
n7085040043,Après le feu,5.2998665,-4.0166918,,,
n7085040044,CDCI,5.3026687,-4.0205978,,,
n7085040045,Dinor,5.3039894,-4.0218256,,,
n7085040046,Après le Pont,5.307699,-4.0202612,,,
n7085040047,Garage,5.3264057,-4.0274254,,,
n7085040048,Ancien ONUCI,5.340202,-4.0306695,,,
n7085040049,Pharmacie d'Agban,5.358829,-4.0296637,,,
n7085152205,Carrefour Sorbonne,5.3511772,-4.0996081,,,
n7085152206,Carrefour Tiken Jah,5.3446637,-4.1003804,,,
n7085152207,Banque Atlantique,5.3422431,-4.1003779,,,
n7085152208,Maquis Ivoire,5.3369609,-4.1004579,,,
n7085152209,Station First Petroleum,5.3281584,-4.1049112,,,
n7085152210,Carrefour Ananeraie,5.3551229,-4.1026352,,,
n7085185967,Magasin,5.3354311,-4.0838188,,,
n7098748067,Adjamé Agban Village,5.3588343,-4.0309384,,,
n7098748068,Pont Ferrail,5.3650785,-4.028751,,,
n7098748069,Station Shell,5.363732,-4.0254573,,,
n7098748070,Pont piéton,5.3615635,-4.0223479,,,
n7098748071,Carrefour Agban,5.3607831,-4.0179726,,,
n7098748072,ChicShop,5.3592149,-3.9627157,,,
n7098748073,Après barrage,5.36098,-3.9597076,,,
n7098748074,Petit portail Génie 2000,5.3711625,-3.9350903,,,
n7098748075,Panneau Orange,5.3744618,-3.921926,,,
n7098748076,Nouveau Chantier,5.364712,-3.9084198,,,
n7098748077,Nouvelle Gare Bingerville,5.3531502,-3.8776186,,,
n7098748078,Nouvelle Gare Bingerville,5.3530073,-3.8775542,,,
n7098748079,Marché,5.3571219,-3.8836147,,,
n7098748080,Carrefour Marché,5.3573322,-3.8862889,,,
